Program Version:,EnergyPlus, Version 25.1.0-c4ec94aef2, YMD=2025.07.17 21:22
Tabular Output Report in Format: ,Comma

Building:,Building 1
Environment:,CEA_DENVER_0509 (01-01:31-12) ** Denver Intl Ap CO USA TMY3 WMO#=725650

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,82.28,23.14,25.01
,Net Site Energy,82.28,23.14,25.01
,Total Source Energy,260.57,73.28,79.19
,Net Source Energy,260.57,73.28,79.19


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,3555.99
,Net Conditioned Building Area,3290.34
,Unconditioned Building Area,265.65


End Uses

,,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating Water [GJ],District Heating Steam [GJ],Water [m3]
,Heating,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,18.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,52.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,4.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,3.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.94
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,82.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.94
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating Water [GJ],District Heating Steam [GJ],Water [m3]
,NGA:OFFICE,0.000,0.000,0.004,-0.007,0.000,0.000,0.006,0.011,0.012,0.003,0.000,0.000,0.000,0.000,-0.001,0.000,-0.004,-0.024
,NGA:SERVICE,0.000,0.000,0.006,-0.007,0.000,0.000,0.006,0.011,0.012,0.006,0.000,0.000,0.000,0.000,-0.002,0.000,-0.006,-0.025
,NGA:TRANSPLANT,0.000,0.000,0.010,-0.019,0.000,0.000,0.016,0.032,0.033,0.008,0.000,0.000,0.000,0.000,-0.002,0.000,-0.009,-0.068
,NGA:CAS,0.000,0.000,0.015,-0.062,0.000,0.000,0.060,0.120,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.031,-0.227
,NGA:CLEANING,0.000,0.000,0.001,-0.027,0.000,0.000,0.008,0.016,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.005,-0.009
,MECH:MECH,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.035,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.006,-0.083
,ELEVATOR:ELEVATOR,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.011,0.012,0.000,0.000,0.001,0.000,0.000,0.000,0.000,-0.006,-0.024
,STAIRS1:STAIRS1,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.004,0.004,0.000,0.000,0.002,0.000,0.000,0.000,0.000,-0.002,-0.011
,STAIRS2:STAIRS2,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.004,0.005,0.000,0.000,0.000,0.014,0.000,0.000,0.000,-0.024,0.000
,MECHSHAFT:MECHSHAFT,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.108,0.113,0.000,0.000,0.005,0.000,0.000,0.000,0.000,-0.030,-0.258
,Total Facility,0.000,-0.033,0.051,-16.426,0.000,0.000,0.219,2.170,2.260,0.023,0.000,0.038,12.791,0.000,-0.008,0.000,-0.235,-0.851


Peak Cooling Sensible Heat Gain Components

,,Time of Peak {TIMESTAMP},HVAC Zone Eq & Other Sensible Air Heating [W],HVAC Zone Eq & Other Sensible Air Cooling [W],HVAC Terminal Unit Sensible Air Heating [W],HVAC Terminal Unit Sensible Air Cooling [W],HVAC Input Heated Surface Heating [W],HVAC Input Cooled Surface Cooling [W],People Sensible Heat Addition [W],Lights Sensible Heat Addition [W],Equipment Sensible Heat Addition [W],Window Heat Addition [W],Interzone Air Transfer Heat Addition [W],Infiltration Heat Addition [W],Opaque Surface Conduction and Other Heat Addition [W],Equipment Sensible Heat Removal [W],Window Heat Removal [W],Interzone Air Transfer Heat Removal [W],Infiltration Heat Removal [W],Opaque Surface Conduction and Other Heat Removal [W]
,GA3F:GA3F,08-JUL-13:39,0.00,0.00,0.00,-172444.83,0.00,0.00,81.94,12833.87,10070.31,0.00,0.00,1574.42,147884.29,0.00,-0.00,0.00,0.00,0.00
,GA2F:GA2F,08-JUL-13:39,0.00,0.00,0.00,-146994.98,0.00,0.00,81.94,12833.87,10070.31,0.00,0.00,399.88,123608.98,0.00,-0.00,0.00,0.00,0.00
,GA1F:GA1F,08-JUL-12:46,0.00,0.00,0.00,-101360.57,0.00,0.00,43.15,12846.27,8960.04,0.00,0.00,307.77,79203.33,0.00,-0.00,0.00,0.00,0.00
,GERMINATION:GERMINATION,08-JUL-13:20,0.00,-1468.95,0.00,0.00,0.00,0.00,4.43,708.11,555.63,0.00,0.00,58.10,142.68,0.00,-0.00,0.00,0.00,0.00
,NGA:LUNCH,08-JUL-13:54,0.00,0.00,0.00,-215.71,0.00,0.00,141.04,244.88,192.15,209.36,0.00,8.90,0.00,0.00,-0.00,0.00,0.00,-580.62
,NGA:MENS,08-JUL-14:39,0.00,0.00,0.00,-133.07,0.00,0.00,143.18,250.97,196.93,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-6.31,-451.71
,NGA:WOMENS,08-JUL-14:50,0.00,0.00,0.00,-126.14,0.00,0.00,143.15,250.97,196.93,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-9.13,-455.78
,NGA:STORAGE,08-JUL-14:39,0.00,0.00,0.00,-129.71,0.00,0.00,142.98,250.97,196.93,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-6.27,-454.90
,NGA:OFFICE,08-JUL-14:01,0.00,0.00,0.00,-162.17,0.00,0.00,142.39,250.97,196.93,74.48,0.00,3.25,0.00,0.00,-0.00,0.00,0.00,-505.86
,NGA:SERVICE,08-JUL-13:52,0.00,0.00,0.00,-180.18,0.00,0.00,139.77,244.88,192.15,123.68,0.00,6.50,0.00,0.00,-0.00,0.00,0.00,-526.78
,NGA:TRANSPLANT,08-JUL-15:01,0.00,0.00,0.00,-463.96,0.00,0.00,399.15,697.28,547.13,293.10,0.00,0.00,0.00,0.00,-0.00,0.00,-31.13,-1441.58
,NGA:CAS,08-JUL-14:30,0.00,0.00,0.00,-1431.28,0.00,0.00,1468.75,2654.13,2082.61,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-65.00,-4709.22
,NGA:CLEANING,08-JUL-13:50,0.00,0.00,0.00,-592.58,0.00,0.00,191.44,352.47,276.57,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-4.21,-223.70
,MECH:MECH,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,ELEVATOR:ELEVATOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,STAIRS1:STAIRS1,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,STAIRS2:STAIRS2,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,MECHSHAFT:MECHSHAFT,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Total Facility,08-JUL-13:39,0.00,-1022.57,0.00,-424087.84,0.00,0.00,5389.94,48005.93,37668.65,742.71,0.00,3075.94,330483.22,0.00,0.00,0.00,-255.99,0.00


Peak Heating Sensible Heat Gain Components

,,Time of Peak {TIMESTAMP},HVAC Zone Eq & Other Sensible Air Heating [W],HVAC Zone Eq & Other Sensible Air Cooling [W],HVAC Terminal Unit Sensible Air Heating [W],HVAC Terminal Unit Sensible Air Cooling [W],HVAC Input Heated Surface Heating [W],HVAC Input Cooled Surface Cooling [W],People Sensible Heat Addition [W],Lights Sensible Heat Addition [W],Equipment Sensible Heat Addition [W],Window Heat Addition [W],Interzone Air Transfer Heat Addition [W],Infiltration Heat Addition [W],Opaque Surface Conduction and Other Heat Addition [W],Equipment Sensible Heat Removal [W],Window Heat Removal [W],Interzone Air Transfer Heat Removal [W],Infiltration Heat Removal [W],Opaque Surface Conduction and Other Heat Removal [W]
,GA3F:GA3F,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,GA2F:GA2F,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,GA1F:GA1F,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,GERMINATION:GERMINATION,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,NGA:LUNCH,08-JUL-04:59,0.00,0.00,208.00,0.00,0.00,0.00,0.00,13.60,85.40,0.00,0.00,0.00,0.00,0.00,-60.92,0.00,-112.71,-133.38
,NGA:MENS,08-JUL-04:57,0.00,0.00,128.11,0.00,0.00,0.00,0.00,13.94,87.52,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-75.78,-153.79
,NGA:WOMENS,08-JUL-04:00,0.00,0.00,124.38,0.00,0.00,0.00,0.00,13.94,87.52,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-76.11,-149.73
,NGA:STORAGE,08-JUL-04:59,0.00,0.00,125.85,0.00,0.00,0.00,0.00,13.94,87.52,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-76.01,-151.31
,NGA:OFFICE,08-JUL-04:59,0.00,0.00,141.93,0.00,0.00,0.00,0.00,13.94,87.52,0.00,0.00,0.00,0.00,0.00,-30.68,0.00,-76.00,-136.72
,NGA:SERVICE,08-JUL-04:00,0.00,0.00,209.58,0.00,0.00,0.00,0.00,13.60,85.40,0.00,0.00,0.00,0.00,0.00,-60.82,0.00,-112.87,-134.89
,NGA:TRANSPLANT,08-JUL-04:59,0.00,0.00,359.35,0.00,0.00,0.00,0.00,38.74,243.17,0.00,0.00,0.00,0.00,0.00,-60.17,0.00,-179.60,-401.49
,NGA:CAS,08-JUL-00:01,0.00,0.00,763.87,0.00,0.00,0.00,0.00,147.45,925.60,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-583.17,-1253.76
,NGA:CLEANING,08-JUL-00:02,0.00,0.00,108.15,0.00,0.00,0.00,0.00,19.58,122.92,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-90.09,-160.56
,MECH:MECH,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,ELEVATOR:ELEVATOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,STAIRS1:STAIRS1,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,STAIRS2:STAIRS2,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,MECHSHAFT:MECHSHAFT,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Total Facility,08-JUL-00:01,-43934.03,43934.03,2084.78,-43934.03,0.00,0.00,0.00,2667.00,16741.62,0.00,0.00,0.00,26007.48,0.00,-202.67,0.00,-3364.18,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Standard 62.1 Summary
FOR:,Entire Facility
System Ventilation Requirements for Cooling

,,Sum of Zone Primary Air Flow - Vpz-sum [m3/s],System Population - Ps,Sum of Zone Population - Pz-sum,Occupant Diversity - D,Origin of D,Uncorrected Outdoor Air Intake Airflow - Vou [m3/s],System Primary Airflow - Vps [m3/s],Average Outdoor Air Fraction - Xs,System Ventilation Efficiency - Ev,Calculation Method for Ev,Outdoor Air Intake Flow - Vot [m3/s],Percent Outdoor Air - %OA,Environment Name of Peak System Population - Ps,Date and Time of Last Peak System Population - Ps
,NGA VAV,1.0044,0.0000,42.7352,1.0000,Calculated from schedules,0.5342,1.0044,0.5318,1.0000,Not calculated,0.5342,0.5318,,
,GA1F VAV,21.0929,0.0000,0.9731,1.0000,Calculated from schedules,0.0122,21.0929,0.0006,1.0000,Not calculated,0.0122,0.0006,,
,GA2F VAV,30.4933,0.0000,0.9722,1.0000,Calculated from schedules,0.0122,30.4933,0.0004,1.0000,Not calculated,0.0122,0.0004,,
,GA3F VAV,36.7945,0.0000,0.9722,1.0000,Calculated from schedules,0.0122,36.7945,0.0003,1.0000,Not calculated,0.0122,0.0003,,


System Ventilation Requirements for Heating

,,Sum of Zone Primary Air Flow - Vpz-sum [m3/s],System Population - Ps,Sum of Zone Population - Pz-sum,Occupant Diversity - D,Origin of D,Uncorrected Outdoor Air Intake Airflow - Vou [m3/s],System Primary Airflow - Vps [m3/s],Average Outdoor Air Fraction - Xs,System Ventilation Efficiency - Ev,Calculation Method for Ev,Outdoor Air Intake Flow Vot [m3/s],Percent Outdoor Air - %OA,Environment Name of Peak System Population - Ps,Date and Time of Last Peak System Population - Ps
,NGA VAV,1.0044,0.0000,42.7352,1.0000,Calculated from schedules,0.5342,0.3013,1.0000,1.0000,Not calculated,0.5342,1.7727,,
,GA1F VAV,6.3279,0.0000,0.9731,1.0000,Calculated from schedules,0.0122,6.3279,1.0000,1.0000,Not calculated,0.0122,0.0019,,
,GA2F VAV,9.1480,0.0000,0.9722,1.0000,Calculated from schedules,0.0122,9.1480,1.0000,1.0000,Not calculated,0.0122,0.0013,,
,GA3F VAV,11.0383,0.0000,0.9722,1.0000,Calculated from schedules,0.0122,11.0383,1.0000,1.0000,Not calculated,0.0122,0.0011,,


Zone Ventilation Parameters

,,AirLoop Name,People Outdoor Air Rate - Rp [m3/s-person],Zone Population - Pz,Area Outdoor Air Rate - Ra [m3/s-m2],Zone Floor Area - Az [m2],Breathing Zone Outdoor Airflow - Vbz [m3/s],Cooling Zone Air Distribution Effectiveness - Ez-clg,Cooling Zone Outdoor Airflow - Voz-clg [m3/s],Heating Zone Air Distribution Effectiveness - Ez-htg,Heating Zone Outdoor Airflow - Voz-htg [m3/s]
,GA3F:GA3F,GA3F VAV,0.012500,0.9722,0.000000,950.66,0.0122,1.0000,0.0122,1.000,0.0122
,GA2F:GA2F,GA2F VAV,0.012500,0.9722,0.000000,950.66,0.0122,1.0000,0.0122,1.000,0.0122
,GA1F:GA1F,GA1F VAV,0.012500,0.9731,0.000000,951.58,0.0122,1.0000,0.0122,1.000,0.0122
,NGA:LUNCH,NGA VAV,0.012500,2.0134,0.000000,18.14,0.0252,1.0000,0.0252,1.000,0.0252
,NGA:MENS,NGA VAV,0.012500,2.0636,0.000000,18.59,0.0258,1.0000,0.0258,1.000,0.0258
,NGA:WOMENS,NGA VAV,0.012500,2.0636,0.000000,18.59,0.0258,1.0000,0.0258,1.000,0.0258
,NGA:STORAGE,NGA VAV,0.012500,2.0636,0.000000,18.59,0.0258,1.0000,0.0258,1.000,0.0258
,NGA:OFFICE,NGA VAV,0.012500,2.0636,0.000000,18.59,0.0258,1.0000,0.0258,1.000,0.0258
,NGA:SERVICE,NGA VAV,0.012500,2.0134,0.000000,18.14,0.0252,1.0000,0.0252,1.000,0.0252
,NGA:TRANSPLANT,NGA VAV,0.012500,5.7332,0.000000,51.65,0.0717,1.0000,0.0717,1.000,0.0717
,NGA:CAS,NGA VAV,0.012500,21.8229,0.000000,196.60,0.2728,1.0000,0.2728,1.000,0.2728
,NGA:CLEANING,NGA VAV,0.012500,2.8981,0.000000,26.11,0.0362,1.0000,0.0362,1.000,0.0362


System Ventilation Parameters

,,People Outdoor Air Rate - Rp [m3/s-person],Sum of Zone Population - Pz-sum,Area Outdoor Air Rate - Ra [m3/s-m2],Sum of Zone Floor Area - Az-sum [m2],Breathing Zone Outdoor Airflow - Vbz [m3/s],Cooling Zone Outdoor Airflow - Voz-clg [m3/s],Heating Zone Outdoor Airflow - Voz-htg [m3/s]
,NGA VAV,0.012500,42.74,0.000000,385.0018,0.5342,0.5342,0.5342
,GA1F VAV,0.012500,0.97,0.000000,951.5757,0.0122,0.0122,0.0122
,GA2F VAV,0.012500,0.97,0.000000,950.6571,0.0122,0.0122,0.0122
,GA3F VAV,0.012500,0.97,0.000000,950.6571,0.0122,0.0122,0.0122


Zone Ventilation Calculations for Cooling Design

,,AirLoop Name,Box Type,Zone Primary Airflow - Vpz [m3/s],Zone Discharge Airflow - Vdz [m3/s],Minimum Zone Primary Airflow - Vpz-min [m3/s],Is Vpz-min calculated using the Standard 62.1 Simplified Procedure?,Zone Outdoor Airflow Cooling - Voz-clg [m3/s],Primary Outdoor Air Fraction - Zpz,Primary Air Fraction - Ep,Secondary Recirculation Fraction- Er,Supply Air Fraction- Fa,Mixed Air Fraction - Fb,Outdoor Air Fraction - Fc,Zone Ventilation Efficiency - Evz
,GA3F:GA3F,GA3F VAV,AIRTERMINAL:SINGLEDUCT:VAV:NOREHEAT,36.7945,36.7945,11.0383,No,0.0122,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,GA2F:GA2F,GA2F VAV,AIRTERMINAL:SINGLEDUCT:VAV:NOREHEAT,30.4933,30.4933,9.1480,No,0.0122,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,GA1F:GA1F,GA1F VAV,AIRTERMINAL:SINGLEDUCT:VAV:NOREHEAT,21.0929,21.0929,6.3279,No,0.0122,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:LUNCH,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0695,0.0695,0.0209,No,0.0252,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:MENS,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0422,0.0422,0.0127,No,0.0258,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:WOMENS,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0400,0.0400,0.0120,No,0.0258,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:STORAGE,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0411,0.0411,0.0123,No,0.0258,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:OFFICE,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0510,0.0510,0.0153,No,0.0258,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:SERVICE,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0573,0.0573,0.0172,No,0.0252,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:TRANSPLANT,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.1479,0.1479,0.0444,No,0.0717,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:CAS,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.4339,0.4339,0.1302,No,0.2728,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:CLEANING,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.1215,0.1215,0.0365,No,0.0362,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000


System Ventilation Calculations for Cooling Design

,,Sum of Zone Primary Airflow - Vpz-sum [m3/s],System Primary Airflow - Vps [m3/s],Sum of Zone Discharge Airflow - Vdz-sum [m3/s],Sum of Min Zone Primary Airflow - Vpz-min [m3/s],Zone Outdoor Airflow Cooling - Voz-clg [m3/s],Zone Ventilation Efficiency - Evz-min
,NGA VAV,1.0044,1.0044,1.0044,0.3013,0.5342,1.0000
,GA1F VAV,21.0929,21.0929,21.0929,6.3279,0.0122,1.0000
,GA2F VAV,30.4933,30.4933,30.4933,9.1480,0.0122,1.0000
,GA3F VAV,36.7945,36.7945,36.7945,11.0383,0.0122,1.0000


Zone Ventilation Calculations for Heating Design

,,AirLoop Name,Box Type,Zone Primary Airflow - Vpz [m3/s],Zone Discharge Airflow - Vdz [m3/s],Minimum Zone Primary Airflow - Vpz-min [m3/s],Is Vpz-min calculated using the Standard 62.1 Simplified Procedure?,Zone Outdoor Airflow Heating - Voz-htg [m3/s],Primary Outdoor Air Fraction - Zpz,Primary Air Fraction - Ep,Secondary Recirculation Fraction- Er,Supply Air Fraction- Fa,Mixed Air Fraction - Fb,Outdoor Air Fraction - Fc,Zone Ventilation Efficiency - Evz
,GA3F:GA3F,GA3F VAV,AIRTERMINAL:SINGLEDUCT:VAV:NOREHEAT,11.0383,11.0383,11.0383,No,0.0122,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,GA2F:GA2F,GA2F VAV,AIRTERMINAL:SINGLEDUCT:VAV:NOREHEAT,9.1480,9.1480,9.1480,No,0.0122,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,GA1F:GA1F,GA1F VAV,AIRTERMINAL:SINGLEDUCT:VAV:NOREHEAT,6.3279,6.3279,6.3279,No,0.0122,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:LUNCH,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0695,0.0695,0.0209,No,0.0252,0.4717,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:MENS,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0422,0.0422,0.0127,No,0.0258,0.7443,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:WOMENS,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0400,0.0400,0.0120,No,0.0258,0.7561,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:STORAGE,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0411,0.0411,0.0123,No,0.0258,0.7525,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:OFFICE,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0510,0.0510,0.0153,No,0.0258,0.6923,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:SERVICE,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0573,0.0573,0.0172,No,0.0252,0.4702,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:TRANSPLANT,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.1479,0.1479,0.0444,No,0.0717,0.7038,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:CAS,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.4339,0.4339,0.1302,No,0.2728,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:CLEANING,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.1215,0.1215,0.0365,No,0.0362,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000


System Ventilation Calculations for Heating Design

,,Sum of Zone Primary Airflow - Vpz-sum [m3/s],System Primary Airflow - Vps [m3/s],Sum of Zone Discharge Airflow - Vdz-sum [m3/s],Sum of Min Zone Primary Airflow - Vpz-min [m3/s],Zone Outdoor Airflow Heating - Voz-htg [m3/s],Zone Ventilation Efficiency - Evz-min
,NGA VAV,1.0044,0.3013,0.3013,0.3013,0.5342,1.0000
,GA1F VAV,6.3279,6.3279,6.3279,6.3279,0.0122,1.0000
,GA2F VAV,9.1480,9.1480,9.1480,9.1480,0.0122,1.0000
,GA3F VAV,11.0383,11.0383,11.0383,11.0383,0.0122,1.0000


