Program Version:,EnergyPlus, Version 25.1.0-c4ec94aef2, YMD=2025.07.02 12:31
Tabular Output Report in Format: ,Comma

Building:,Building 1
Environment:,CEA_DENVER_0509 (01-01:31-12) ** Denver Intl Ap CO USA TMY3 WMO#=725650

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,25586.46,7195.30,7776.23
,Net Site Energy,25586.46,7195.30,7776.23
,Total Source Energy,81032.33,22787.53,24627.31
,Net Source Energy,81032.33,22787.53,24627.31


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,3555.99
,Net Conditioned Building Area,3290.34
,Unconditioned Building Area,265.65


End Uses

,,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating Water [GJ],District Heating Steam [GJ],Water [m3]
,Heating,140.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,3438.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,17198.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,714.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,3444.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,600.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,49.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10303.03
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,25586.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10303.03
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating Water [GJ],District Heating Steam [GJ],Water [m3]
,NGA:OFFICE,0.000,0.000,3.945,-1.726,0.000,0.000,1.688,3.248,3.737,1.747,0.000,0.286,0.000,0.000,-0.921,0.000,-3.750,-8.255
,NGA:SERVICE,0.000,0.000,6.171,-1.805,0.000,0.000,1.660,3.169,3.646,2.957,0.000,0.413,0.000,0.000,-1.806,0.000,-5.515,-8.889
,NGA:TRANSPLANT,0.000,0.000,10.883,-4.470,0.000,0.000,4.741,9.024,10.383,2.356,0.000,0.691,0.000,0.000,-1.876,0.000,-8.805,-22.927
,NGA:CAS,0.000,0.000,23.375,-17.075,0.000,0.000,17.572,34.348,39.523,0.000,0.000,2.076,0.000,0.000,0.000,0.000,-28.039,-71.779
,NGA:CLEANING,0.000,0.000,1.231,-6.526,0.000,0.000,2.242,4.561,5.249,0.000,0.000,0.289,0.000,0.000,0.000,0.000,-4.497,-2.549
,MECH:MECH,0.000,0.000,0.000,0.000,0.000,0.000,5.739,9.938,11.435,0.000,0.000,0.749,0.001,0.000,0.000,0.000,-5.920,-21.940
,ELEVATOR:ELEVATOR,0.000,0.000,0.000,0.000,0.000,0.000,2.017,3.176,3.655,0.000,0.000,1.363,0.000,0.000,0.000,0.000,-6.227,-3.983
,STAIRS1:STAIRS1,0.000,0.000,0.000,0.000,0.000,0.000,0.757,1.116,1.284,0.000,0.000,1.689,0.000,0.000,0.000,0.000,-2.953,-1.894
,STAIRS2:STAIRS2,0.000,0.000,0.000,0.000,0.000,0.000,0.417,1.247,1.435,0.000,0.000,0.038,9.742,0.000,0.000,0.000,-12.880,0.000
,MECHSHAFT:MECHSHAFT,0.000,0.000,0.000,0.000,0.000,0.000,19.657,30.933,35.594,0.000,0.000,6.980,0.000,0.000,0.000,0.000,-29.333,-63.832
,Total Facility,1.453,-6.343,62.675,-13680.517,0.000,0.000,65.933,621.254,714.861,9.905,0.000,43.273,12734.397,0.000,-6.418,0.000,-312.840,-247.632


Peak Cooling Sensible Heat Gain Components

,,Time of Peak {TIMESTAMP},HVAC Zone Eq & Other Sensible Air Heating [W],HVAC Zone Eq & Other Sensible Air Cooling [W],HVAC Terminal Unit Sensible Air Heating [W],HVAC Terminal Unit Sensible Air Cooling [W],HVAC Input Heated Surface Heating [W],HVAC Input Cooled Surface Cooling [W],People Sensible Heat Addition [W],Lights Sensible Heat Addition [W],Equipment Sensible Heat Addition [W],Window Heat Addition [W],Interzone Air Transfer Heat Addition [W],Infiltration Heat Addition [W],Opaque Surface Conduction and Other Heat Addition [W],Equipment Sensible Heat Removal [W],Window Heat Removal [W],Interzone Air Transfer Heat Removal [W],Infiltration Heat Removal [W],Opaque Surface Conduction and Other Heat Removal [W]
,GA3F:GA3F,26-JUN-15:00,0.00,0.00,0.00,-267682.40,0.00,0.00,79.99,12833.87,10070.31,0.00,0.00,7207.66,237490.56,0.00,-0.00,0.00,0.00,0.00
,GA2F:GA2F,26-JUN-15:00,0.00,0.00,0.00,-236611.35,0.00,0.00,79.99,12833.87,10070.31,0.00,0.00,1822.42,211804.76,0.00,-0.00,0.00,0.00,0.00
,GA1F:GA1F,26-JUN-15:00,0.00,0.00,0.00,-173023.85,0.00,0.00,80.07,12846.27,10080.04,0.00,0.00,1611.32,148406.15,0.00,-0.00,0.00,0.00,0.00
,GERMINATION:GERMINATION,26-JUN-16:00,0.00,-1231.21,0.00,0.00,0.00,0.00,4.41,708.11,555.63,0.00,0.00,288.74,0.00,0.00,-0.00,0.00,0.00,-325.68
,NGA:LUNCH,26-JUN-15:00,0.00,0.00,0.00,-459.50,0.00,0.00,133.02,244.88,192.15,420.60,0.00,231.04,0.00,0.00,-0.00,0.00,0.00,-762.18
,NGA:MENS,26-JUN-16:00,0.00,0.00,0.00,-250.09,0.00,0.00,136.33,250.97,196.93,0.00,0.00,150.22,0.00,0.00,-0.00,0.00,0.00,-484.36
,NGA:WOMENS,26-JUN-16:00,0.00,0.00,0.00,-235.53,0.00,0.00,136.33,250.97,196.93,0.00,0.00,150.21,0.00,0.00,-0.00,0.00,0.00,-498.92
,NGA:STORAGE,26-JUN-15:00,0.00,0.00,0.00,-239.53,0.00,0.00,136.33,250.97,196.93,0.00,0.00,155.80,0.00,0.00,-0.00,0.00,0.00,-500.50
,NGA:OFFICE,03-SEP-13:30,0.00,0.00,0.00,-271.22,0.00,0.00,136.33,250.97,196.93,267.50,0.00,98.78,0.00,0.00,-0.00,0.00,0.00,-679.29
,NGA:SERVICE,26-JUN-14:00,0.00,0.00,0.00,-347.15,0.00,0.00,133.01,244.88,192.15,123.51,0.00,216.17,0.00,0.00,-0.00,0.00,0.00,-562.56
,NGA:TRANSPLANT,26-JUN-16:00,0.00,0.00,0.00,-900.66,0.00,0.00,378.80,697.28,547.13,805.18,0.00,354.99,0.00,0.00,-0.00,0.00,0.00,-1882.71
,NGA:CAS,26-JUN-15:00,0.00,0.00,0.00,-2601.74,0.00,0.00,1441.79,2654.13,2082.61,0.00,0.00,1154.31,0.00,0.00,-0.00,0.00,0.00,-4731.09
,NGA:CLEANING,26-JUN-15:00,0.00,0.00,0.00,-712.19,0.00,0.00,191.48,352.47,276.57,0.00,0.00,180.59,0.00,0.00,-0.00,0.00,0.00,-288.92
,MECH:MECH,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,ELEVATOR:ELEVATOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,STAIRS1:STAIRS1,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,STAIRS2:STAIRS2,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,MECHSHAFT:MECHSHAFT,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Total Facility,26-JUN-15:00,0.00,-1230.35,0.00,-683300.78,0.00,0.00,4980.52,48005.93,37668.65,1302.84,0.00,17835.46,574737.72,0.00,0.00,0.00,0.00,0.00


Peak Heating Sensible Heat Gain Components

,,Time of Peak {TIMESTAMP},HVAC Zone Eq & Other Sensible Air Heating [W],HVAC Zone Eq & Other Sensible Air Cooling [W],HVAC Terminal Unit Sensible Air Heating [W],HVAC Terminal Unit Sensible Air Cooling [W],HVAC Input Heated Surface Heating [W],HVAC Input Cooled Surface Cooling [W],People Sensible Heat Addition [W],Lights Sensible Heat Addition [W],Equipment Sensible Heat Addition [W],Window Heat Addition [W],Interzone Air Transfer Heat Addition [W],Infiltration Heat Addition [W],Opaque Surface Conduction and Other Heat Addition [W],Equipment Sensible Heat Removal [W],Window Heat Removal [W],Interzone Air Transfer Heat Removal [W],Infiltration Heat Removal [W],Opaque Surface Conduction and Other Heat Removal [W]
,GA3F:GA3F,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,GA2F:GA2F,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,GA1F:GA1F,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,GERMINATION:GERMINATION,31-DEC-23:00,667.72,0.00,0.00,0.00,0.00,0.00,0.25,39.34,246.95,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-692.73,-261.53
,NGA:LUNCH,31-DEC-23:00,0.00,0.00,1021.30,0.00,0.00,0.00,8.72,13.60,85.40,0.00,0.00,0.00,0.00,0.00,-241.95,0.00,-709.22,-177.86
,NGA:MENS,31-DEC-23:00,0.00,0.00,613.79,0.00,0.00,0.00,8.94,13.94,87.52,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-478.26,-245.93
,NGA:WOMENS,31-DEC-23:00,0.00,0.00,602.34,0.00,0.00,0.00,8.94,13.94,87.52,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-478.26,-234.48
,NGA:STORAGE,31-DEC-23:30,0.00,0.00,605.99,0.00,0.00,0.00,8.93,13.94,87.52,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-478.25,-238.13
,NGA:OFFICE,31-DEC-23:00,0.00,0.00,672.33,0.00,0.00,0.00,8.94,13.94,87.52,0.00,0.00,0.00,0.00,0.00,-121.60,0.00,-478.23,-182.91
,NGA:SERVICE,31-DEC-23:00,0.00,0.00,1025.17,0.00,0.00,0.00,8.72,13.60,85.40,0.00,0.00,0.00,0.00,0.00,-241.90,0.00,-709.21,-181.78
,NGA:TRANSPLANT,31-DEC-23:00,0.00,0.00,1800.03,0.00,0.00,0.00,24.83,38.74,243.17,0.00,0.00,0.00,0.00,0.00,-241.12,0.00,-1130.17,-735.47
,NGA:CAS,31-DEC-23:00,0.00,0.00,4544.03,0.00,0.00,0.00,94.50,147.45,925.60,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-3543.14,-2168.45
,NGA:CLEANING,31-DEC-23:00,0.00,0.00,638.03,0.00,0.00,0.00,12.55,19.58,122.92,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-554.33,-238.76
,MECH:MECH,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,ELEVATOR:ELEVATOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,STAIRS1:STAIRS1,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,STAIRS2:STAIRS2,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,MECHSHAFT:MECHSHAFT,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Total Facility,31-DEC-23:00,-112618.48,113286.19,11522.16,-113286.19,0.00,0.00,374.81,2667.00,16741.62,0.00,0.00,0.00,121649.75,0.00,-846.57,0.00,-39490.30,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Standard 62.1 Summary
FOR:,Entire Facility
System Ventilation Requirements for Cooling

,,Sum of Zone Primary Air Flow - Vpz-sum [m3/s],System Population - Ps,Sum of Zone Population - Pz-sum,Occupant Diversity - D,Origin of D,Uncorrected Outdoor Air Intake Airflow - Vou [m3/s],System Primary Airflow - Vps [m3/s],Average Outdoor Air Fraction - Xs,System Ventilation Efficiency - Ev,Calculation Method for Ev,Outdoor Air Intake Flow - Vot [m3/s],Percent Outdoor Air - %OA,Environment Name of Peak System Population - Ps,Date and Time of Last Peak System Population - Ps
,NGA VAV,0.9246,0.0000,42.7352,1.0000,Calculated from schedules,0.5342,0.9246,0.5777,1.0000,Not calculated,0.5342,0.5777,,
,GA1F VAV,43.2900,0.0000,0.9731,1.0000,Calculated from schedules,0.0122,43.2900,0.0003,1.0000,Not calculated,0.0122,0.0003,,
,GA2F VAV,59.2542,0.0000,0.9722,1.0000,Calculated from schedules,0.0122,59.2542,0.0002,1.0000,Not calculated,0.0122,0.0002,,
,GA3F VAV,66.7021,0.0000,0.9722,1.0000,Calculated from schedules,0.0122,66.7021,0.0002,1.0000,Not calculated,0.0122,0.0002,,


System Ventilation Requirements for Heating

,,Sum of Zone Primary Air Flow - Vpz-sum [m3/s],System Population - Ps,Sum of Zone Population - Pz-sum,Occupant Diversity - D,Origin of D,Uncorrected Outdoor Air Intake Airflow - Vou [m3/s],System Primary Airflow - Vps [m3/s],Average Outdoor Air Fraction - Xs,System Ventilation Efficiency - Ev,Calculation Method for Ev,Outdoor Air Intake Flow Vot [m3/s],Percent Outdoor Air - %OA,Environment Name of Peak System Population - Ps,Date and Time of Last Peak System Population - Ps
,NGA VAV,0.9246,0.0000,42.7352,1.0000,Calculated from schedules,0.5342,0.2774,1.0000,1.0000,Not calculated,0.5342,1.9258,,
,GA1F VAV,12.9870,0.0000,0.9731,1.0000,Calculated from schedules,0.0122,12.9870,1.0000,1.0000,Not calculated,0.0122,0.0009,,
,GA2F VAV,17.7763,0.0000,0.9722,1.0000,Calculated from schedules,0.0122,17.7763,1.0000,1.0000,Not calculated,0.0122,0.0007,,
,GA3F VAV,20.0106,0.0000,0.9722,1.0000,Calculated from schedules,0.0122,20.0106,1.0000,1.0000,Not calculated,0.0122,0.0006,,


Zone Ventilation Parameters

,,AirLoop Name,People Outdoor Air Rate - Rp [m3/s-person],Zone Population - Pz,Area Outdoor Air Rate - Ra [m3/s-m2],Zone Floor Area - Az [m2],Breathing Zone Outdoor Airflow - Vbz [m3/s],Cooling Zone Air Distribution Effectiveness - Ez-clg,Cooling Zone Outdoor Airflow - Voz-clg [m3/s],Heating Zone Air Distribution Effectiveness - Ez-htg,Heating Zone Outdoor Airflow - Voz-htg [m3/s]
,GA3F:GA3F,GA3F VAV,0.012500,0.9722,0.000000,950.66,0.0122,1.0000,0.0122,1.000,0.0122
,GA2F:GA2F,GA2F VAV,0.012500,0.9722,0.000000,950.66,0.0122,1.0000,0.0122,1.000,0.0122
,GA1F:GA1F,GA1F VAV,0.012500,0.9731,0.000000,951.58,0.0122,1.0000,0.0122,1.000,0.0122
,NGA:LUNCH,NGA VAV,0.012500,2.0134,0.000000,18.14,0.0252,1.0000,0.0252,1.000,0.0252
,NGA:MENS,NGA VAV,0.012500,2.0636,0.000000,18.59,0.0258,1.0000,0.0258,1.000,0.0258
,NGA:WOMENS,NGA VAV,0.012500,2.0636,0.000000,18.59,0.0258,1.0000,0.0258,1.000,0.0258
,NGA:STORAGE,NGA VAV,0.012500,2.0636,0.000000,18.59,0.0258,1.0000,0.0258,1.000,0.0258
,NGA:OFFICE,NGA VAV,0.012500,2.0636,0.000000,18.59,0.0258,1.0000,0.0258,1.000,0.0258
,NGA:SERVICE,NGA VAV,0.012500,2.0134,0.000000,18.14,0.0252,1.0000,0.0252,1.000,0.0252
,NGA:TRANSPLANT,NGA VAV,0.012500,5.7332,0.000000,51.65,0.0717,1.0000,0.0717,1.000,0.0717
,NGA:CAS,NGA VAV,0.012500,21.8229,0.000000,196.60,0.2728,1.0000,0.2728,1.000,0.2728
,NGA:CLEANING,NGA VAV,0.012500,2.8981,0.000000,26.11,0.0362,1.0000,0.0362,1.000,0.0362


System Ventilation Parameters

,,People Outdoor Air Rate - Rp [m3/s-person],Sum of Zone Population - Pz-sum,Area Outdoor Air Rate - Ra [m3/s-m2],Sum of Zone Floor Area - Az-sum [m2],Breathing Zone Outdoor Airflow - Vbz [m3/s],Cooling Zone Outdoor Airflow - Voz-clg [m3/s],Heating Zone Outdoor Airflow - Voz-htg [m3/s]
,NGA VAV,0.012500,42.74,0.000000,385.0018,0.5342,0.5342,0.5342
,GA1F VAV,0.012500,0.97,0.000000,951.5757,0.0122,0.0122,0.0122
,GA2F VAV,0.012500,0.97,0.000000,950.6571,0.0122,0.0122,0.0122
,GA3F VAV,0.012500,0.97,0.000000,950.6571,0.0122,0.0122,0.0122


Zone Ventilation Calculations for Cooling Design

,,AirLoop Name,Box Type,Zone Primary Airflow - Vpz [m3/s],Zone Discharge Airflow - Vdz [m3/s],Minimum Zone Primary Airflow - Vpz-min [m3/s],Is Vpz-min calculated using the Standard 62.1 Simplified Procedure?,Zone Outdoor Airflow Cooling - Voz-clg [m3/s],Primary Outdoor Air Fraction - Zpz,Primary Air Fraction - Ep,Secondary Recirculation Fraction- Er,Supply Air Fraction- Fa,Mixed Air Fraction - Fb,Outdoor Air Fraction - Fc,Zone Ventilation Efficiency - Evz
,GA3F:GA3F,GA3F VAV,AIRTERMINAL:SINGLEDUCT:VAV:NOREHEAT,66.7021,66.7021,20.0106,No,0.0122,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,GA2F:GA2F,GA2F VAV,AIRTERMINAL:SINGLEDUCT:VAV:NOREHEAT,59.2542,59.2542,17.7763,No,0.0122,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,GA1F:GA1F,GA1F VAV,AIRTERMINAL:SINGLEDUCT:VAV:NOREHEAT,43.2900,43.2900,12.9870,No,0.0122,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:LUNCH,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0614,0.0614,0.0184,No,0.0252,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:MENS,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0393,0.0393,0.0118,No,0.0258,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:WOMENS,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0371,0.0371,0.0111,No,0.0258,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:STORAGE,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0380,0.0380,0.0114,No,0.0258,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:OFFICE,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0473,0.0473,0.0142,No,0.0258,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:SERVICE,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0554,0.0554,0.0166,No,0.0252,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:TRANSPLANT,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.1323,0.1323,0.0397,No,0.0717,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:CAS,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.4110,0.4110,0.1233,No,0.2728,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:CLEANING,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.1029,0.1029,0.0309,No,0.0362,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000


System Ventilation Calculations for Cooling Design

,,Sum of Zone Primary Airflow - Vpz-sum [m3/s],System Primary Airflow - Vps [m3/s],Sum of Zone Discharge Airflow - Vdz-sum [m3/s],Sum of Min Zone Primary Airflow - Vpz-min [m3/s],Zone Outdoor Airflow Cooling - Voz-clg [m3/s],Zone Ventilation Efficiency - Evz-min
,NGA VAV,0.9246,0.9246,0.9246,0.2774,0.5342,1.0000
,GA1F VAV,43.2900,43.2900,43.2900,12.9870,0.0122,1.0000
,GA2F VAV,59.2542,59.2542,59.2542,17.7763,0.0122,1.0000
,GA3F VAV,66.7021,66.7021,66.7021,20.0106,0.0122,1.0000


Zone Ventilation Calculations for Heating Design

,,AirLoop Name,Box Type,Zone Primary Airflow - Vpz [m3/s],Zone Discharge Airflow - Vdz [m3/s],Minimum Zone Primary Airflow - Vpz-min [m3/s],Is Vpz-min calculated using the Standard 62.1 Simplified Procedure?,Zone Outdoor Airflow Heating - Voz-htg [m3/s],Primary Outdoor Air Fraction - Zpz,Primary Air Fraction - Ep,Secondary Recirculation Fraction- Er,Supply Air Fraction- Fa,Mixed Air Fraction - Fb,Outdoor Air Fraction - Fc,Zone Ventilation Efficiency - Evz
,GA3F:GA3F,GA3F VAV,AIRTERMINAL:SINGLEDUCT:VAV:NOREHEAT,20.0106,20.0106,20.0106,No,0.0122,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,GA2F:GA2F,GA2F VAV,AIRTERMINAL:SINGLEDUCT:VAV:NOREHEAT,17.7763,17.7763,17.7763,No,0.0122,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,GA1F:GA1F,GA1F VAV,AIRTERMINAL:SINGLEDUCT:VAV:NOREHEAT,12.9870,12.9870,12.9870,No,0.0122,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:LUNCH,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0614,0.0614,0.0184,No,0.0252,0.4727,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:MENS,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0393,0.0393,0.0118,No,0.0258,0.7457,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:WOMENS,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0371,0.0371,0.0111,No,0.0258,0.7576,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:STORAGE,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0380,0.0380,0.0114,No,0.0258,0.7540,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:OFFICE,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0473,0.0473,0.0142,No,0.0258,0.6936,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:SERVICE,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.0554,0.0554,0.0166,No,0.0252,0.4712,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:TRANSPLANT,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.1323,0.1323,0.0397,No,0.0717,0.7060,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:CAS,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.4110,0.4110,0.1233,No,0.2728,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,NGA:CLEANING,NGA VAV,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,0.1029,0.1029,0.0309,No,0.0362,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000


System Ventilation Calculations for Heating Design

,,Sum of Zone Primary Airflow - Vpz-sum [m3/s],System Primary Airflow - Vps [m3/s],Sum of Zone Discharge Airflow - Vdz-sum [m3/s],Sum of Min Zone Primary Airflow - Vpz-min [m3/s],Zone Outdoor Airflow Heating - Voz-htg [m3/s],Zone Ventilation Efficiency - Evz-min
,NGA VAV,0.9246,0.2774,0.2774,0.2774,0.5342,1.0000
,GA1F VAV,12.9870,12.9870,12.9870,12.9870,0.0122,1.0000
,GA2F VAV,17.7763,17.7763,17.7763,17.7763,0.0122,1.0000
,GA3F VAV,20.0106,20.0106,20.0106,20.0106,0.0122,1.0000


